Año,Ubigeo,Departamento,Provincia,Distrito,Utilidad
2022,040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,5114141.419999998
2022,040206,AREQUIPA,CAMANA,OCOÑA,3925104.41
2022,040207,AREQUIPA,CAMANA,QUILCA,538760.7199999997
2022,040208,AREQUIPA,CAMANA,SAMUEL PASTOR,17991665.52
2022,040301,AREQUIPA,CARAVELI,CARAVELI,-1293788.450000003
2022,040302,AREQUIPA,CARAVELI,ACARI,2892618.9700000007
2022,040303,AREQUIPA,CARAVELI,ATICO,6607093.930000002
2022,040304,AREQUIPA,CARAVELI,ATIQUIPA,1672918.6599999997
2022,040305,AREQUIPA,CARAVELI,BELLA UNION,3732260.76
2022,040306,AREQUIPA,CARAVELI,CAHUACHO,1006138.3200000003
2022,040307,AREQUIPA,CARAVELI,CHALA,13125699.61
2022,040308,AREQUIPA,CARAVELI,CHAPARRA,1650669.1300000027
2022,040309,AREQUIPA,CARAVELI,HUANUHUANU,7138560.999999999
2022,040310,AREQUIPA,CARAVELI,JAQUI,709998.9800000004
2022,040311,AREQUIPA,CARAVELI,LOMAS,2671488.869999999
2022,040312,AREQUIPA,CARAVELI,QUICACHA,3534820.12
2022,040313,AREQUIPA,CARAVELI,YAUCA,2355638.9399999985
2022,040401,AREQUIPA,CASTILLA,APLAO,6382998.52999999
2022,040402,AREQUIPA,CASTILLA,ANDAGUA,5644008.640000001
2022,040403,AREQUIPA,CASTILLA,AYO,2513487.64
2022,040404,AREQUIPA,CASTILLA,CHACHAS,322594.20999999903
2022,040405,AREQUIPA,CASTILLA,CHILCAYMARCA,1283731.0799999996
2022,040406,AREQUIPA,CASTILLA,CHOCO,922897.7199999997
2022,040407,AREQUIPA,CASTILLA,HUANCARQUI,499091.06999999983
2022,040408,AREQUIPA,CASTILLA,MACHAGUAY,3082121.5300000003
2022,040409,AREQUIPA,CASTILLA,ORCOPAMPA,7694577.849999998
2022,040410,AREQUIPA,CASTILLA,PAMPACOLCA,3728914.309999999
2022,040411,AREQUIPA,CASTILLA,TIPAN,2374068.8800000004
2022,040412,AREQUIPA,CASTILLA,UÑON,389295.36000000034
2022,040413,AREQUIPA,CASTILLA,URACA,6310163.8100000005
2022,040414,AREQUIPA,CASTILLA,VIRACO,1143463.7500000005
2022,040501,AREQUIPA,CAYLLOMA,CHIVAY,10368755.14
2022,040502,AREQUIPA,CAYLLOMA,ACHOMA,1811187.5900000008
2022,040503,AREQUIPA,CAYLLOMA,CABANACONDE,889333.9499999993
2022,040504,AREQUIPA,CAYLLOMA,CALLALLI,1298688.12
2022,040505,AREQUIPA,CAYLLOMA,CAYLLOMA,1229114.3499999996
2022,040506,AREQUIPA,CAYLLOMA,COPORAQUE,3678416.8600000013
2022,040507,AREQUIPA,CAYLLOMA,HUAMBO,121939.41999999993
2022,040508,AREQUIPA,CAYLLOMA,HUANCA,3304370.1899999995
2022,040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,423588.21999999974
2022,040510,AREQUIPA,CAYLLOMA,LARI,948730.1300000018
2022,040511,AREQUIPA,CAYLLOMA,LLUTA,8077273.340000001
2022,040512,AREQUIPA,CAYLLOMA,MACA,917375.4199999995
2022,040513,AREQUIPA,CAYLLOMA,MADRIGAL,899016.0300000007
2022,040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,766369.7100000009
2022,040515,AREQUIPA,CAYLLOMA,SIBAYO,3278995.0699999994
2022,040516,AREQUIPA,CAYLLOMA,TAPAY,4389242.15
2022,040517,AREQUIPA,CAYLLOMA,TISCO,2108503.2200000007
2022,040518,AREQUIPA,CAYLLOMA,TUTI,67966.22999999975
2022,040519,AREQUIPA,CAYLLOMA,YANQUE,2033947.1799999988
2022,040520,AREQUIPA,CAYLLOMA,MAJES,35381136.08000001
2022,040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,5328367.380000003
2022,040602,AREQUIPA,CONDESUYOS,ANDARAY,3284956.22
2022,040603,AREQUIPA,CONDESUYOS,CAYARANI,4052523.0500000007
2022,040604,AREQUIPA,CONDESUYOS,CHICHAS,2057361.879999999
2022,040605,AREQUIPA,CONDESUYOS,IRAY,3522251.309999999
2022,040606,AREQUIPA,CONDESUYOS,RIO GRANDE,8312725.109999999
2022,040607,AREQUIPA,CONDESUYOS,SALAMANCA,3180402.9399999995
2022,040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,6055986.200000001
2022,040701,AREQUIPA,ISLAY,MOLLENDO,14969916.790000007
2022,040702,AREQUIPA,ISLAY,COCACHACRA,18430274.43
2022,040703,AREQUIPA,ISLAY,DEAN VALDIVIA,8130049.960000003
2022,040704,AREQUIPA,ISLAY,ISLAY,16628090.810000002
2022,040705,AREQUIPA,ISLAY,MEJIA,4757254.85
2022,040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,10474701.95
2022,040801,AREQUIPA,LA UNION,COTAHUASI,6822862.699999999
2022,040802,AREQUIPA,LA UNION,ALCA,2564053.0200000005
2022,040803,AREQUIPA,LA UNION,CHARCANA,3218056.2299999986
2022,040804,AREQUIPA,LA UNION,HUAYNACOTAS,8302444.21
2022,040805,AREQUIPA,LA UNION,PAMPAMARCA,1801088.8900000006
2022,040806,AREQUIPA,LA UNION,PUYCA,4953830.5200000005
2022,040807,AREQUIPA,LA UNION,QUECHUALLA,234586.91000000015
2022,040808,AREQUIPA,LA UNION,SAYLA,2993533.8500000006
2022,040809,AREQUIPA,LA UNION,TAURIA,-21276.189999999944
2022,040810,AREQUIPA,LA UNION,TOMEPAMPA,2992456.41
2022,040811,AREQUIPA,LA UNION,TORO,3224928.92
2022,050101,AYACUCHO,HUAMANGA,AYACUCHO,11880374.489999995
2022,050102,AYACUCHO,HUAMANGA,ACOCRO,7853735.589999996
2022,050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,311507.8100000005
2022,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,-7057713.930000003
2022,050105,AYACUCHO,HUAMANGA,CHIARA,323941.33000000194
2022,050106,AYACUCHO,HUAMANGA,OCROS,6237618.2200000025
2022,050107,AYACUCHO,HUAMANGA,PACAYCASA,96786.59000000008
2022,050108,AYACUCHO,HUAMANGA,QUINUA,752423.5800000019
2022,050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,722006.1000000034
2022,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,6834257.290000007
2022,050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,160895.18999999948
2022,050112,AYACUCHO,HUAMANGA,SOCOS,-894864.3599999994
2022,050113,AYACUCHO,HUAMANGA,TAMBILLO,60631.72000000067
2022,050114,AYACUCHO,HUAMANGA,VINCHOS,9148112.739999995
2022,050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,317922.0800000001
2022,050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,1890449.7600000016
2022,050201,AYACUCHO,CANGALLO,CANGALLO,-1733689.8600000031
2022,050202,AYACUCHO,CANGALLO,CHUSCHI,-66036.76999999955
2022,050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,547382.3999999985
2022,050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,-363289.4000000004
2022,050205,AYACUCHO,CANGALLO,PARAS,-3023552.039999999
2022,050206,AYACUCHO,CANGALLO,TOTOS,-851384.8100000005
2022,050301,AYACUCHO,HUANCA SANCOS,SANCOS,2772889.280000001
2022,050302,AYACUCHO,HUANCA SANCOS,CARAPO,-490566.0700000003
2022,050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,1249729.5900000008
2022,050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,1167532.38
2022,050401,AYACUCHO,HUANTA,HUANTA,-1100076.4800000042
2022,050402,AYACUCHO,HUANTA,AYAHUANCO,739386.8000000007
2022,050403,AYACUCHO,HUANTA,HUAMANGUILLA,984802.2300000023
2022,050404,AYACUCHO,HUANTA,IGUAIN,34044.06999999983
2022,050405,AYACUCHO,HUANTA,LURICOCHA,-1625971.839999998
2022,050406,AYACUCHO,HUANTA,SANTILLANA,2229494.6399999997
2022,050407,AYACUCHO,HUANTA,SIVIA,1987999.1600000001
2022,050408,AYACUCHO,HUANTA,LLOCHEGUA,10178130.73
2022,050409,AYACUCHO,HUANTA,CANAYRE,-3510241.5900000036
2022,050410,AYACUCHO,HUANTA,UCHURACCAY,-2068370.0300000003
2022,050411,AYACUCHO,HUANTA,PUCACOLPA,1495093.8699999992
2022,050412,AYACUCHO,HUANTA,CHACA,641866.04
2022,050501,AYACUCHO,LA MAR,SAN MIGUEL,2111577.9199999943
2022,050502,AYACUCHO,LA MAR,ANCO,6849480.330000002
2022,050503,AYACUCHO,LA MAR,AYNA,356025.41000000015
2022,050504,AYACUCHO,LA MAR,CHILCAS,1939063.7699999977
2022,050505,AYACUCHO,LA MAR,CHUNGUI,-1121429.9499999993
2022,050506,AYACUCHO,LA MAR,LUIS CARRANZA,-1197372.9800000004
2022,050507,AYACUCHO,LA MAR,SANTA ROSA,792611.2400000021
2022,050508,AYACUCHO,LA MAR,TAMBO,9005743.650000002
2022,050509,AYACUCHO,LA MAR,SAMUGARI,4008623.24
2022,050510,AYACUCHO,LA MAR,ANCHIHUAY,3947341.4399999976
2022,050511,AYACUCHO,LA MAR,ORONCCOY,492923.0900000008
2022,050601,AYACUCHO,LUCANAS,PUQUIO,3510724.6699999943
2022,050602,AYACUCHO,LUCANAS,AUCARA,-2486663.030000001
2022,050603,AYACUCHO,LUCANAS,CABANA,-105748.39999999944
2022,050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,-2307770.87
2022,050605,AYACUCHO,LUCANAS,CHAVIÑA,-2898062.700000001
2022,050606,AYACUCHO,LUCANAS,CHIPAO,2914342.8200000003
2022,050607,AYACUCHO,LUCANAS,HUAC-HUAS,657692.1300000001
2022,050608,AYACUCHO,LUCANAS,LARAMATE,1200440.0899999999
2022,050609,AYACUCHO,LUCANAS,LEONCIO PRADO,287694.52
2022,050610,AYACUCHO,LUCANAS,LLAUTA,-302431.76999999955
2022,050611,AYACUCHO,LUCANAS,LUCANAS,-891090.3099999996
2022,050612,AYACUCHO,LUCANAS,OCAÑA,642668.3200000003
2022,050613,AYACUCHO,LUCANAS,OTOCA,1149983.13
2022,050614,AYACUCHO,LUCANAS,SAISA,759336.48
2022,050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,2080157.7299999997
2022,050616,AYACUCHO,LUCANAS,SAN JUAN,-322036.9499999997
2022,050617,AYACUCHO,LUCANAS,SAN PEDRO,477460.74999999953
2022,050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,-3871362.7800000003
2022,050619,AYACUCHO,LUCANAS,SANCOS,6345646.209999999
2022,050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,270476.29000000004
2022,050621,AYACUCHO,LUCANAS,SANTA LUCIA,365614.6700000004
2022,050701,AYACUCHO,PARINACOCHAS,CORACORA,833662.3100000024
2022,050702,AYACUCHO,PARINACOCHAS,CHUMPI,-1093315.169999998
2022,050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,2407527.169999999
2022,050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,-2164350.2500000005
2022,050705,AYACUCHO,PARINACOCHAS,PULLO,2634392.5200000005
2022,050706,AYACUCHO,PARINACOCHAS,PUYUSCA,-218094.1499999985
2022,050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,-2458472.759999999
2022,050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,133395.29000000004
2022,050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,-13625915.309999999
2022,050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,170351.66999999946
2022,050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,-231512.10999999987
2022,050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,371633.95999999996
2022,050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,797673.3899999997
2022,050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,4766253.430000002
2022,050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,-1566979.910000001
2022,050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,-2015176.8200000012
2022,050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,597553.1300000001
2022,050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,649081.1800000002
2022,050901,AYACUCHO,SUCRE,QUEROBAMBA,-1746767.5200000014
2022,050902,AYACUCHO,SUCRE,BELEN,20686.4300000004
2022,050903,AYACUCHO,SUCRE,CHALCOS,52588.439999999944
2022,050904,AYACUCHO,SUCRE,CHILCAYOC,-1114241.3500000006
2022,050905,AYACUCHO,SUCRE,HUACAÑA,85173.95000000007
2022,050906,AYACUCHO,SUCRE,MORCOLLA,275642.6599999992
2022,050907,AYACUCHO,SUCRE,PAICO,187632.27000000002
2022,050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,743063.6299999999
2022,050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,896609.879999999
2022,050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,-15580.5
2022,050911,AYACUCHO,SUCRE,SORAS,1064183.0999999996
2022,051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,3669627.08
2022,051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,-71124.41000000061
2022,051003,AYACUCHO,VICTOR FAJARDO,APONGO,277555.9900000002
2022,051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,375924.26
2022,051005,AYACUCHO,VICTOR FAJARDO,CANARIA,1225369.4600000004
2022,051006,AYACUCHO,VICTOR FAJARDO,CAYARA,-2442.470000000205
2022,051007,AYACUCHO,VICTOR FAJARDO,COLCA,462185.8700000001
2022,051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,-2670599.75
2022,051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,-169005.43999999994
2022,051010,AYACUCHO,VICTOR FAJARDO,HUALLA,-863941.6300000008
2022,051011,AYACUCHO,VICTOR FAJARDO,SARHUA,-1192349.8899999987
2022,051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,-2525645.6399999987
2022,051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,2899519.789999999
2022,051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,623876.6500000004
2022,051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,308044.9600000002
2022,051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,2001.0999999996275
2022,051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,145815.47999999998
2022,051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,196464.70000000042
2022,051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,425270.4500000002
2022,051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,-4252714.37
2022,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,44499727.50999993
2022,060102,CAJAMARCA,CAJAMARCA,ASUNCION,5069239.940000001
2022,060103,CAJAMARCA,CAJAMARCA,CHETILLA,850083.7899999991
2022,060104,CAJAMARCA,CAJAMARCA,COSPAN,1417514.8899999997
2022,060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,13363797.170000002
2022,060106,CAJAMARCA,CAJAMARCA,JESUS,4713850.369999997
2022,060107,CAJAMARCA,CAJAMARCA,LLACANORA,856431.5099999998
2022,060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,-1135295.7900000066
2022,060109,CAJAMARCA,CAJAMARCA,MAGDALENA,2628584.1099999994
2022,060110,CAJAMARCA,CAJAMARCA,MATARA,303957.73000000045
2022,060111,CAJAMARCA,CAJAMARCA,NAMORA,4710040.25
2022,060112,CAJAMARCA,CAJAMARCA,SAN JUAN,460669.6499999999
2022,060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,12587190.280000001
2022,060202,CAJAMARCA,CAJABAMBA,CACHACHI,23022375.1
2022,060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,6204024.640000001
2022,060204,CAJAMARCA,CAJABAMBA,SITACOCHA,5436868.61
2022,060301,CAJAMARCA,CELENDIN,CELENDIN,11103383.740000002
2022,060302,CAJAMARCA,CELENDIN,CHUMUCH,-231362.16000000015
2022,060303,CAJAMARCA,CELENDIN,CORTEGANA,1119161.2800000012
2022,060304,CAJAMARCA,CELENDIN,HUASMIN,5223704.95
2022,060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,-165578.01999999955
2022,060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,-416200.20999999996
2022,060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,267337.5799999996
2022,060308,CAJAMARCA,CELENDIN,OXAMARCA,-1328950.0600000005
2022,060309,CAJAMARCA,CELENDIN,SOROCHUCO,972946.1899999995
2022,060310,CAJAMARCA,CELENDIN,SUCRE,729321.1899999976
2022,060311,CAJAMARCA,CELENDIN,UTCO,-177089.8700000001
2022,060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,543404.4899999993
2022,060401,CAJAMARCA,CHOTA,CHOTA,23514290.510000005
2022,060402,CAJAMARCA,CHOTA,ANGUIA,3405751.49
2022,060403,CAJAMARCA,CHOTA,CHADIN,-213273.74000000022
2022,060404,CAJAMARCA,CHOTA,CHIGUIRIP,-1401454.4800000004
2022,060405,CAJAMARCA,CHOTA,CHIMBAN,109865.30999999959
2022,060406,CAJAMARCA,CHOTA,CHOROPAMPA,-136130.45999999996
2022,060407,CAJAMARCA,CHOTA,COCHABAMBA,1350808.2399999984
2022,060408,CAJAMARCA,CHOTA,CONCHAN,11927.569999998435
2022,060409,CAJAMARCA,CHOTA,HUAMBOS,-4037664.2700000014
2022,060410,CAJAMARCA,CHOTA,LAJAS,374893.87999999896
2022,060411,CAJAMARCA,CHOTA,LLAMA,1393240.8000000045
2022,060412,CAJAMARCA,CHOTA,MIRACOSTA,-2423617.429999999
2022,060413,CAJAMARCA,CHOTA,PACCHA,8663757.260000002
2022,060414,CAJAMARCA,CHOTA,PION,-62145.179999999935
2022,060415,CAJAMARCA,CHOTA,QUEROCOTO,2847850.4299999997
2022,060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,450032.6000000001
2022,060417,CAJAMARCA,CHOTA,TACABAMBA,6454468.360000003
2022,060418,CAJAMARCA,CHOTA,TOCMOCHE,364927.11000000034
2022,060419,CAJAMARCA,CHOTA,CHALAMARCA,142360.21000000276
2022,060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,2959894.419999998
2022,060502,CAJAMARCA,CONTUMAZA,CHILETE,2669271.840000001
2022,060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,-911592.4700000002
2022,060504,CAJAMARCA,CONTUMAZA,GUZMANGO,680788.7300000004
2022,060505,CAJAMARCA,CONTUMAZA,SAN BENITO,435604.86000000034
2022,060506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,455660.0
2022,060507,CAJAMARCA,CONTUMAZA,TANTARICA,1287078.0599999987
2022,060508,CAJAMARCA,CONTUMAZA,YONAN,5516655.17
2022,060601,CAJAMARCA,CUTERVO,CUTERVO,24751747.629999988
2022,060602,CAJAMARCA,CUTERVO,CALLAYUC,4113435.26
2022,060603,CAJAMARCA,CUTERVO,CHOROS,405600.71999999974
2022,060604,CAJAMARCA,CUTERVO,CUJILLO,209480.16000000061
2022,060605,CAJAMARCA,CUTERVO,LA RAMADA,1718937.5999999996
2022,060606,CAJAMARCA,CUTERVO,PIMPINGOS,177420.68999999762
2022,060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,853048.3100000024
2022,060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,924630.2999999998
2022,060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1990170.3499999996
2022,060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,985765.5999999992
2022,060611,CAJAMARCA,CUTERVO,SANTA CRUZ,-2727675.6099999994
2022,060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,467750.60000000056
2022,060613,CAJAMARCA,CUTERVO,SANTO TOMAS,743894.2700000005
2022,060614,CAJAMARCA,CUTERVO,SOCOTA,-781731.5399999991
2022,060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,-197840.25
2022,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,50217104.47000001
2022,060702,CAJAMARCA,HUALGAYOC,CHUGUR,5543959.67
2022,060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,17204161.289999995
2022,060801,CAJAMARCA,JAEN,JAEN,13178458.060000017
2022,060802,CAJAMARCA,JAEN,BELLAVISTA,3053585.2200000007
2022,060803,CAJAMARCA,JAEN,CHONTALI,1009689.5900000036
2022,060804,CAJAMARCA,JAEN,COLASAY,759980.5399999991
2022,060805,CAJAMARCA,JAEN,HUABAL,3184800.9999999963
2022,060806,CAJAMARCA,JAEN,LAS PIRIAS,1346644.3399999961
2022,060807,CAJAMARCA,JAEN,POMAHUACA,-1248195.049999997
2022,060808,CAJAMARCA,JAEN,PUCARA,444232.49999999907
2022,060809,CAJAMARCA,JAEN,SALLIQUE,2407498.0100000016
2022,060810,CAJAMARCA,JAEN,SAN FELIPE,-4699.709999999031
2022,060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,1594637.6100000003
2022,060812,CAJAMARCA,JAEN,SANTA ROSA,6442361.8500000015
2022,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,2192693.7299999893
2022,060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,-783051.9900000021
2022,060903,CAJAMARCA,SAN IGNACIO,HUARANGO,3723957.2500000037
2022,060904,CAJAMARCA,SAN IGNACIO,LA COIPA,6232764.520000003
2022,060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,2396063.6499999985
2022,060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,4808842.780000001
2022,060907,CAJAMARCA,SAN IGNACIO,TABACONAS,3586412.5299999975
2022,061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,-667818.8599999994
2022,061002,CAJAMARCA,SAN MARCOS,CHANCAY,-81015.26000000164
2022,061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,111064.05000000028
2022,061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,-3516644.1400000006
2022,061005,CAJAMARCA,SAN MARCOS,ICHOCAN,-1864020.1099999994
2022,061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,516222.6200000001
2022,061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,476659.1699999999
2022,061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,2220022.440000005
2022,061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,14679.040000000969
2022,061103,CAJAMARCA,SAN MIGUEL,CALQUIS,1310431.2000000002
2022,061104,CAJAMARCA,SAN MIGUEL,CATILLUC,4258665.859999999
2022,061105,CAJAMARCA,SAN MIGUEL,EL PRADO,422790.1599999997
2022,061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,267065.45999999903
2022,061107,CAJAMARCA,SAN MIGUEL,LLAPA,-6452997.540000003
2022,061108,CAJAMARCA,SAN MIGUEL,NANCHOC,50172.41000000015
2022,061109,CAJAMARCA,SAN MIGUEL,NIEPOS,484912.5900000017
2022,061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,568912.5800000001
2022,061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,268765.7999999998
2022,061112,CAJAMARCA,SAN MIGUEL,TONGOD,816744.9399999995
2022,061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,287432.2900000005
2022,061201,CAJAMARCA,SAN PABLO,SAN PABLO,1379322.039999999
2022,061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,-1952136.3099999996
2022,061203,CAJAMARCA,SAN PABLO,SAN LUIS,426688.1699999999
2022,061204,CAJAMARCA,SAN PABLO,TUMBADEN,1093283.609999999
2022,061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,263377.2899999991
2022,061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,25930.739999999292
2022,061303,CAJAMARCA,SANTA CRUZ,CATACHE,1573926.2199999988
2022,061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,400371.3099999996
2022,061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,414184.63999999873
2022,061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,1809881.1799999997
2022,061307,CAJAMARCA,SANTA CRUZ,PULAN,1474976.4099999964
2022,061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,-107888.47999999952
2022,061309,CAJAMARCA,SANTA CRUZ,SEXI,1186901.51
2022,061310,CAJAMARCA,SANTA CRUZ,UTICYACU,589937.9899999998
2022,061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,2473582.5899999994
2022,070101,CALLAO,CALLAO,CALLAO,73641424.83999997
2022,070102,CALLAO,CALLAO,BELLAVISTA,8581381.32
2022,070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,4678098.659999996
2022,070104,CALLAO,CALLAO,LA PERLA,7211248.840000004
2022,070105,CALLAO,CALLAO,LA PUNTA,5149348.209999997
2022,070106,CALLAO,CALLAO,VENTANILLA,27798599.430000067
2022,070107,CALLAO,CALLAO,MI PERÚ,1667113.3100000024
2022,080101,CUSCO,CUSCO,CUSCO,-180858.85000002384
2022,080102,CUSCO,CUSCO,CCORCA,1375769.910000001
2022,080103,CUSCO,CUSCO,POROY,3871509.3899999987
2022,080104,CUSCO,CUSCO,SAN JERONIMO,10167221.619999997
2022,080105,CUSCO,CUSCO,SAN SEBASTIAN,22473297.529999994
2022,080106,CUSCO,CUSCO,SANTIAGO,24249710.67000001
2022,080107,CUSCO,CUSCO,SAYLLA,3624778.12
2022,080108,CUSCO,CUSCO,WANCHAQ,13642370.650000006
2022,080201,CUSCO,ACOMAYO,ACOMAYO,-1177132.5500000007
2022,080202,CUSCO,ACOMAYO,ACOPIA,2081278.3000000017
2022,080203,CUSCO,ACOMAYO,ACOS,990597.3500000006
2022,080204,CUSCO,ACOMAYO,MOSOC LLACTA,-1856053.6100000003
2022,080205,CUSCO,ACOMAYO,POMACANCHI,4286806.640000002
2022,080206,CUSCO,ACOMAYO,RONDOCAN,98258.77999999933
2022,080207,CUSCO,ACOMAYO,SANGARARA,2923261.75
2022,080301,CUSCO,ANTA,ANTA,2308765.299999997
2022,080302,CUSCO,ANTA,ANCAHUASI,4590548.749999998
2022,080303,CUSCO,ANTA,CACHIMAYO,2945749.3099999996
2022,080304,CUSCO,ANTA,CHINCHAYPUJIO,4908665.269999998
2022,080305,CUSCO,ANTA,HUAROCONDO,6124326.809999999
2022,080306,CUSCO,ANTA,LIMATAMBO,6508218.299999999
2022,080307,CUSCO,ANTA,MOLLEPATA,389668.18999999855
2022,080308,CUSCO,ANTA,PUCYURA,1115989.8100000005
2022,080309,CUSCO,ANTA,ZURITE,1381571.4900000002
2022,080401,CUSCO,CALCA,CALCA,21843862.65
2022,080402,CUSCO,CALCA,COYA,4685539.899999999
2022,080403,CUSCO,CALCA,LAMAY,1361402.7699999996
2022,080404,CUSCO,CALCA,LARES,10117831.339999992
2022,080405,CUSCO,CALCA,PISAC,5110462.49
2022,080406,CUSCO,CALCA,SAN SALVADOR,1991746.0100000016
2022,080407,CUSCO,CALCA,TARAY,655353.3499999996
